label,pattern,replace,rank
anoplura,polyplax reclinata reclinata,Polyplax reclinata,species
anoplura,polyplax reclinata,Polyplax reclinata,species
anoplura,polyplax rhizomydis,Polyplax rhizomydis,species
anoplura,polyplax roseinnesi,Polyplax roseinnesi,species
anoplura,polyplax serrata paxi,Polyplax serrata,species
anoplura,polyplax serrata,Polyplax serrata,species
anoplura,polyplax shimizui,Polyplax reclinata,species
anoplura,polyplax sindensis,Polyplax sindensis,species
anoplura,polyplax smallwoodae,Polyplax smallwoodae,species
anoplura,polyplax solivaga,Polyplax solivaga,species
anoplura,polyplax sphaerocephala,Enderleinellus nitzschi,species
anoplura,polyplax spinigera,Polyplax spinigera,species
anoplura,polyplax spinulosa,Polyplax spinulosa,species
anoplura,polyplax steatomydis,Polyplax steatomydis,species
anoplura,polyplax stephensi,Polyplax stephensi,species
anoplura,polyplax subtaterae,Polyplax subtaterae,species
anoplura,polyplax tarsomydis,Polyplax tarsomydis,species
anoplura,polyplax taterae mombassae,Polyplax taterae,species
anoplura,polyplax taterae subtaterae,Polyplax subtaterae,species
anoplura,polyplax taterae,Polyplax taterae,species
anoplura,polyplax thamnomydis,Polyplax thamnomydis,species
anoplura,polyplax turkestanica major,Polyplax asiatica,species
anoplura,polyplax turkestanica turkestanica,Polyplax asiatica,species
anoplura,polyplax vacillata,Polyplax vacillata,species
anoplura,polyplax ventricosa,Haemodipsus ventricosus,species
anoplura,polyplax vicina,Polyplax vicina,species
anoplura,polyplax villosa,Hoplopleura acanthopus,species
anoplura,polyplax visenda,Polyplax visenda,species
anoplura,polyplax wallacei,Polyplax wallacei,species
anoplura,polyplax waterstoni,Polyplax waterstoni,species
anoplura,polyplax werneri,Polyplax werneri,species
anoplura,polyplax,Polyplax,genus
anoplura,proechinophthirus fluctus ochotensis,Proechinophthirus fluctus,species
anoplura,proechinophthirus fluctus,Proechinophthirus fluctus,species
anoplura,proechinophthirus zumpti,Proechinophthirus zumpti,species
anoplura,proechinophthirus,Proechinophthirus,genus
anoplura,proenderleinellus africanus,Proenderleinellus calva,species
anoplura,proenderleinellus calva,Proenderleinellus calva,species
anoplura,proenderleinellus hilli,Eulinognathus hilli,species
anoplura,proenderleinellus lawrensis,Eulinognathus lawrensis,species
anoplura,proenderleinellus,Proenderleinellus,genus
anoplura,prolinognathus aethiopicus,Prolinognathus aethiopicus,species
anoplura,prolinognathus arcuatus,Prolinognathus arcuatus,species
anoplura,prolinognathus caviae-capensis,Prolinognathus caviae-capensis,species
anoplura,prolinognathus faini,Prolinognathus faini,species
anoplura,prolinognathus ferrisi,Prolinognathus ferrisi,species
anoplura,prolinognathus foleyi,Prolinognathus foleyi,species
anoplura,prolinognathus leptocephalus,Prolinognathus leptocephalus,species
anoplura,prolinognathus marouaensis,Prolinognathus marouaensis,species
anoplura,prolinognathus schulzi,Prolinognathus schulzi,species
anoplura,prolinognathus,Prolinognathus,genus
anoplura,pterophthirus alata,Pterophthirus alata,species
anoplura,pterophthirus audax,Pterophthirus audax,species
anoplura,pterophthirus imitans,Pterophthirus imitans,species
anoplura,pterophthirus splendida,Pterophthirus splendida,species
anoplura,pterophthirus wernecki,Pterophthirus wernecki,species
anoplura,pterophthirus,Pterophthirus,genus
anoplura,pthirus gorillae,Pthirus gorillae,species
anoplura,pthirus inguinalis,Pthirus pubis,species
anoplura,pthirus pubis,Pthirus pubis,species
anoplura,pthirus,Pthirus,genus
anoplura,r. asiatica,Ratemia asiatica,species
anoplura,r. bassoni,Ratemia bassoni,species
anoplura,r. heliosciuri,Enderleinellus heliosciuri,species
anoplura,r. squamulata,Ratemia squamulata,species
anoplura,r. squamulatus,Ratemia squamulata,species
anoplura,ratemia asiatica,Ratemia asiatica,species
anoplura,ratemia bassoni,Ratemia bassoni,species
anoplura,ratemia squamulata,Ratemia squamulata,species
anoplura,ratemia squamulatus,Ratemia squamulata,species
anoplura,ratemia,Ratemia,genus
anoplura,rhinophthirus heliosciuri,Enderleinellus heliosciuri,species
anoplura,rhinophthirus,Rhinophthirus,genus
anoplura,s. aethogliris,Schizophthirus aethogliris,species
anoplura,s. aulacodi,Scipio aulacodi,species
anoplura,s. binipilosus,Solenopotes binipilosus,species
anoplura,s. brachyrrhyncha,Polyplax brachyrrhyncha,species
anoplura,s. breviceps,Scipio breviceps,species
anoplura,s. burmeisteri,Solenopotes burmeisteri,species
anoplura,s. calva,Proenderleinellus calva,species
anoplura,s. capillatus dubius,Solenopotes capillatus,species
anoplura,s. capillatus,Solenopotes capillatus,species
anoplura,s. capreoli,Solenopotes capreoli,species
anoplura,s. dryomydis,Schizophthirus dryomydis,species
anoplura,s. durus,Sathrax durus,species
anoplura,s. ferrisi,Solenopotes ferrisi,species
anoplura,s. gliris,Schizophthirus gliris,species
anoplura,s. graphiuri,Schizophthirus graphiuri,species
anoplura,s. hologastrus,Solenopotes hologastrus,species
anoplura,s. jaczewskii,Schizophthirus jaczewskii,species
anoplura,s. longiceps,Scipio aulacodi,species
anoplura,s. muntiacus,Solenopotes muntiacus,species
anoplura,s. natalensis,Solenopotes natalensis,species
anoplura,s. panamensis,Linognathus panamensis,species
anoplura,s. pithodes,Linognathus pithodes,species
anoplura,s. pleurophaeus,Schizophthirus pleurophaeus,species
anoplura,s. sicistae,Schizophthirus sicistae,species
anoplura,s. similes,Schizophthirus similes,species
anoplura,s. sinensis,Solenopotes muntiacus,species
anoplura,s. singularis,Schizophthirus singularis,species
anoplura,s. tarandi,Solenopotes tarandi,species
anoplura,s. tripedatus,Scipio tripedatus,species
anoplura,sathrax durus,Sathrax durus,species
anoplura,sathrax,Sathrax,genus
anoplura,schizophthirus aethogliris,Schizophthirus aethogliris,species
anoplura,schizophthirus dryomydis,Schizophthirus dryomydis,species
anoplura,schizophthirus gliris,Schizophthirus gliris,species
anoplura,schizophthirus graphiuri,Schizophthirus graphiuri,species
anoplura,schizophthirus jaczewskii,Schizophthirus jaczewskii,species
anoplura,schizophthirus pleurophaeus,Schizophthirus pleurophaeus,species
anoplura,schizophthirus sicistae,Schizophthirus sicistae,species
anoplura,schizophthirus similes,Schizophthirus similes,species
anoplura,schizophthirus singularis,Schizophthirus singularis,species
anoplura,schizophthirus,Schizophthirus,genus
anoplura,scipio aulacodi,Scipio aulacodi,species
anoplura,scipio breviceps,Scipio breviceps,species
anoplura,scipio longiceps,Scipio aulacodi,species
anoplura,scipio tripedatus,Scipio tripedatus,species
anoplura,scipio,Scipio,genus
anoplura,solenopotes binipilosus,Solenopotes binipilosus,species
anoplura,solenopotes burmeisteri,Solenopotes burmeisteri,species
anoplura,solenopotes capillatus dubius,Solenopotes capillatus,species
anoplura,solenopotes capillatus,Solenopotes capillatus,species
anoplura,solenopotes capreoli,Solenopotes capreoli,species
anoplura,solenopotes ferrisi,Solenopotes ferrisi,species
anoplura,solenopotes hologastrus,Solenopotes hologastrus,species
anoplura,solenopotes muntiacus,Solenopotes muntiacus,species
anoplura,solenopotes natalensis,Solenopotes natalensis,species
anoplura,solenopotes panamensis,Linognathus panamensis,species
anoplura,solenopotes sinensis,Solenopotes muntiacus,species
anoplura,solenopotes tarandi,Solenopotes tarandi,species
anoplura,solenopotes,Solenopotes,genus
anoplura,stobella pithodes,Linognathus pithodes,species
anoplura,stobella,Stobella,genus
anoplura,symoca brachyrrhyncha,Polyplax brachyrrhyncha,species
anoplura,symoca,Symoca,genus
anoplura,symysadus calva,Proenderleinellus calva,species
anoplura,symysadus,Symysadus,genus
anoplura,t. bifoliatus,Typhlomyophthirus bifoliatus,species
anoplura,t. brevicornis,Linognathus brevicornis,species
anoplura,t. dolabrifer,Sathrax durus,species
anoplura,t. lithosis,Typhlomyophthirus lithosis,species
anoplura,t. pedalis,Linognathus pedalis,species
anoplura,t. piliferus,Linognathus setosus,species
anoplura,t. stenopsis,Linognathus stenopsis,species
anoplura,t. tibialis,Linognathus tibialis,species
anoplura,t. vituli,Linognathus vituli,species
anoplura,trichaulus brevicornis,Linognathus brevicornis,species
anoplura,trichaulus pedalis,Linognathus pedalis,species
anoplura,trichaulus piliferus,Linognathus setosus,species
anoplura,trichaulus stenopsis,Linognathus stenopsis,species
anoplura,trichaulus tibialis,Linognathus tibialis,species
anoplura,trichaulus vituli,Linognathus vituli,species
anoplura,trichaulus,Trichaulus,genus
anoplura,tupaiphthirus dolabrifer,Sathrax durus,species
anoplura,tupaiphthirus,Tupaiphthirus,genus
anoplura,typhlomyophthirus bifoliatus,Typhlomyophthirus bifoliatus,species
anoplura,typhlomyophthirus lithosis,Typhlomyophthirus lithosis,species
anoplura,typhlomyophthirus,Typhlomyophthirus,genus
anoplura,w. africana,Werneckia africana,species
anoplura,w. calva calva,Proenderleinellus calva,species
anoplura,w. calva zanzibariensis,Proenderleinellus calva,species
anoplura,w. funisciuri,Werneckia funisciuri,species
anoplura,w. minuta,Werneckia minuta,species
anoplura,w. nigeriensis,Werneckia nigeriensis,species
anoplura,w. paraxeri,Werneckia paraxeri,species
anoplura,waterstonia calva calva,Proenderleinellus calva,species
anoplura,waterstonia calva zanzibariensis,Proenderleinellus calva,species
anoplura,waterstonia,Waterstonia,genus
anoplura,werneckia africana,Werneckia africana,species
anoplura,werneckia funisciuri,Werneckia funisciuri,species
anoplura,werneckia minuta,Werneckia minuta,species
anoplura,werneckia nigeriensis,Werneckia nigeriensis,species
anoplura,werneckia paraxeri,Werneckia paraxeri,species
anoplura,werneckia,Werneckia,genus
